candidate_pool_size,embedding_model,lane,latency_count,latency_max_ms,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_path,latency_status,map@10,metrics_path,model,mrr@10,ndcg@10,ndcg@5,no_qrels_query_count,precision@1,query_count,recall@1,recall@10,recall@20,recall@40,recall@5,status
10,BAAI/bge-m3,smoke,2,0.013800046872347593,0.010950025171041489,0.010950025171041489,0.013515044702216983,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\parent_child_180s_45s\20260614T073846Z\models\no_rerank\baai_bge_m3\smoke\top_10\latency.json,pass,0.09553571428571428,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\parent_child_180s_45s\20260614T073846Z\models\no_rerank\baai_bge_m3\smoke\top_10\metrics.json,no_rerank,0.3333333333333333,0.22841665073603223,0.1917831836856678,0,0.0,2,0.0,0.2159090909090909,0.2159090909090909,0.2159090909090909,0.125,completed
40,BAAI/bge-m3,offline_quality,2,0.01160003012046218,0.00845003523863852,0.00845003523863852,0.011285030632279813,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\parent_child_180s_45s\20260614T073846Z\models\no_rerank\baai_bge_m3\offline_quality\top_40\latency.json,pass,0.09553571428571428,C:\uit_HK5\CS431\final_project\experiments\runs\reranker\parent_child_180s_45s\20260614T073846Z\models\no_rerank\baai_bge_m3\offline_quality\top_40\metrics.json,no_rerank,0.3333333333333333,0.22841665073603223,0.1917831836856678,0,0.0,2,0.0,0.2159090909090909,0.3693181818181818,0.3693181818181818,0.125,completed
